Date,Title,Text,Author,Categories
31.07.2018,Как сделать уродское селфи? Отвечает нейросеть,"  
Можно ли вывести правила плохого/хорошего селфи при помощи машинного обучения?  Известный специалист по анализу данных Андрей Карпаты (Andrej Karpathy) попытался научить компьютер определять плохие селфи. Для этого он Чтобы обучиться, модели нужно много размеченных данных — так работают все без исключения нейросети. В данном случае требовалось две коллекции селфи: хорошие и плохие. Карпаты решил сделать обучающую выборку на основе лайков — он поделил авторов селфи на группы с примерно одинаковым числом подписчиков, после чего в каждой группе отсортировал селфи по числу лайков. Фотографии, собравшие больше сердечек, были признаны хорошими. Судя по результатам, эксперимент удался. Авторы взяли уже обученный алгоритм и подали ему для оценки 50000 других селфи, которые НЕ использовались при обучении. Дальше нейросеть попросили выдать самые плохие селфи из этой новой коллекции — и они действительно оказались ужасны. А так выглядят хорошие: По итогам эксперимента автор сформулировал правила хорошего селфи с точки зрения бездушного алгоритма. Нужно: Не нужно: Теги:by_dh_hse, instagram, искусственный интеллект, компьютерное зрение, машинное обучение, селфи «Слово Пацана. Кровь на асфальте» Жоры Крыжовникова стал самым обсуждаемым российским сериалом года. В одном только «Яндексе» его с момента выхода искали 60 миллионов раз. «Системный Блокъ» разобрался, как сериал о «казанском феномене» стал феноменом интернета и породил вал запросов в поисковиках. Как понять, что кошке больно? Пытаясь ответить на этот вопрос, учёные снимали на видео кошек после операций, измеряли углы отклонения ушей и расширение глаз, а затем проверяли результаты статистическими тестами. В итоге получилась шкала кошачьей мимики, сверяться с которой может каждый хозяин.  
Получайте наши подборки первыми

 Согласен с  политикой конфиденциальности

 © 2018–2023 Системный Блокъ",Даниил Скоринкин,['Общество']
20.07.2018,Дружба на расстоянии: как это устроено «Вконтакте»,"  
Ученые исследовали сети дружбы пользователей «Вконтакте». Результаты показывают, какие города дружат между собой больше всего.  Жизнь в сети стала почти такой же насыщенной, как и «в реале». А если у сети есть жители, то у них есть и география расселения. С января по март 2015 года группа программистов и географов провела цифровую «перепись населения», собрав информацию из анкет пользователей социальной сети «ВКонтакте», находящихся в открытом доступе. Географы не смогли обойтись без карт и нанесли на них почти все — начиная от пола и возраста и заканчивая популярными именами, хобби и дружескими связями (полный набор — на сайте http://webcensus.ru). Интересно посмотреть, с кем и как «дружат» отдельные города. Видно, что самые сильные многолюдные дружеские связи в стране — между Москвой и другими миллионниками. Если выбрать всего три самых сильных межрегиональных сети, это окажутся пары «Москва — Санкт-Петербург», «Москва — Казань» и «Москва — Екатеринбург». Карта отражает сильнейшую централизацию нашей страны, не только в политике и экономике, но и в дружеских связях пользователей «ВКонтакте». Почти у каждого региона, города или района больше всего друзей в Москве; число друзей в соседних регионах обычно на порядок меньше. Даже Петербург сильно отстает от Москвы: его самые «крепкие» дружеские связи (с Татарстаном, Свердловской областью, Башкортостаном) располагаются только в третьем десятке рейтинга дружбы городов. Теги:вк, дружба, сетевой анализ Студенты географического факультета МГУ изучили спутниковые снимки бельгийского города Шарлеруа и показали, как изменилась городская среда за последние 70 лет. Площадь сельскохозяйственных земель уменьшилась в четыре раза, уступив место малоэтажной застройке, а доля общественных пространств выросла с 1 до 6% территории. Рассказывает один из участников исследования. Как цифровой проект Artists in Paris позволяет любому заинтересованному узнать, где селились французские художники вплоть до Великой французской революции, кто переехал в Россию, а кто жил без адреса? Изучим, как устроена интерактивная карта художественной жизни Парижа в XVIII веке 
Получайте наши подборки первыми

 Согласен с  политикой конфиденциальности

 © 2018–2023 Системный Блокъ",Оля Ивлиева,['Урбанистика']
20.07.2018,Геоинформационный анализ поэтического вдохновения,"  
Анализ маршрутов путешествий английских литераторов XVIII века средствами современной геоинформатики.  Цифровые карты вроде Google Maps или Яндекс.Карт тоже бывают полезны не только для поиска пути в ближайшую кофейню. С их помощью можно по-новому взглянуть и на историю литературы. Недавно британские ученые (да-да, те самые) решили использовать электронную картографию для исследования путешествий по Озёрному краю — главному источнику вдохновения английских поэтов, писателей и прочих деятелей искусства в XVIII веке. Причем они не просто оцифровали по текстам дневников маршруты и хронологию путешествий, но и вычислили (с применением хитрой современной геоинформатики) «оптимальные» пути между теми же точками на основе данных о рельефе, естественных преградах и доступных дорогах того времени. Во-первых, реальные маршруты оказались достаточно близки к оптимальным (наименее затратным) для этой местности — то есть писатели, поэты (и натуралисты) ездили там, где могли проехать. И в стихах запечатлели именно те места, куда вообще можно было попасть. Во-вторых, многие мрачные описания местности (в чём-то похожие на «Дорожные жалобы» Пушкина), которые раньше считались приметой художественного стиля XVIII века, на самом деле связаны с плохим сочетанием качества дороги и погодных условий. Без всяких поэтических преувеличений. И наоборот: некоторые романтические описания, поэтизирующие бедность и «деревенскую простоту», могут объясняться сочетанием благоприятной перспективы (автор видел место со стороны одной конкретной дороги) и времени года. Просто было тепло и солнышко — вот и вся романтика. Теги:by_dh_hse, GIS, Google maps, маршруты, писатели, Яндекс.Карты Студенты географического факультета МГУ изучили спутниковые снимки бельгийского города Шарлеруа и показали, как изменилась городская среда за последние 70 лет. Площадь сельскохозяйственных земель уменьшилась в четыре раза, уступив место малоэтажной застройке, а доля общественных пространств выросла с 1 до 6% территории. Рассказывает один из участников исследования. Как цифровой проект Artists in Paris позволяет любому заинтересованному узнать, где селились французские художники вплоть до Великой французской революции, кто переехал в Россию, а кто жил без адреса? Изучим, как устроена интерактивная карта художественной жизни Парижа в XVIII веке 
Получайте наши подборки первыми

 Согласен с  политикой конфиденциальности

 © 2018–2023 Системный Блокъ",Даниил Скоринкин,['Урбанистика']
20.07.2018,Смертельный твит,"  
Смертность от сердечно-сосудистых болезней можно предсказать с помощью лингвистического анализа сообщений в Twitter.  Ученые Университета Пенсильвании научились предсказывать уровень смертности от болезней сердечно-сосудистой системы в разных округах американских штатов. Предсказания работают на основе автоматического анализа твитов, написанных жителями — и выдают результаты лучше, чем при использовании медицинской статистики для той же местности (ожирение, курение, повышенное давление).  Алгоритм выделяет в текстах сообщений слова и словосочетания, связанные с разными типами положительных (радость, удовольствие) и отрицательных (гнев, злость, раздражение) эмоций. Извлекаются также лексика, указывающая на то, что человек состоит в отношениях, трудоустроен, имеет профессиональную квалификацию… Как и следовало ожидать, отрицательные эмоции, проблемы с отношениями и устройством на работу положительно коррелируют с уровнем смертности от инфарктов и инсультов. Алгоритм выделяет в текстах сообщений слова и словосочетания, связанные с разными типами положительных (радость, удовольствие) и отрицательных (гнев, злость, раздражение) эмоций. Извлекаются также лексика, указывающая на то, что человек состоит в отношениях, трудоустроен, имеет профессиональную квалификацию… Как и следовало ожидать, отрицательные эмоции, проблемы с отношениями и устройством на работу положительно коррелируют с уровнем смертности от инфарктов и инсультов. Подробности есть в статье на медиуме. Теги:by_dh_hse, twitter, анализ текста, анализ тональности, смерть Национальный корпус русского языка (НКРЯ) — важнейший инструмент любого исследователя, который занимается русским языком, русской литературой и вообще русской словесной культурой. Изменения в работе НКРЯ были заметны ещё в 2019 году: тогда лингвисты высказали опасения о возможном закрытии сервиса. К счастью, проблемы оказались временными, и НКРЯ не только не прекратил свою работу, но и заметно изменился и расширился. Самым заметным обновлением стал новый дизайн сайта, но есть и много глубоких содержательных перемен. Об основных обновлениях в корпусе, очевидных и не очень — в нашем сегодняшнем материале. Если вы выучили иностранный язык во взрослом возрасте, вполне вероятно, вы говорите на нем не так же бегло, как носитель языка. Оказывается, подобная проблема встречается и у мультиязычных моделей: если в обучающей выборке для них преобладает английский, текст на других языках они будут генерировать «с английским акцентом». Объясняем, почему так происходит и что можно с этим сделать. 
Получайте наши подборки первыми

 Согласен с  политикой конфиденциальности

 © 2018–2023 Системный Блокъ",Даниил Скоринкин,['NLP']
18.07.2018,Государевы потехи и «чюланы с вином» у Кремля,"  
Изучаем старые карты России в современном веб-сервисе с геопривязкой — и испытываем эстетический оргазм.  Российский государственный архив древних актов (РГАДА) сделал электронный атлас «Чертежи Русского государства XVI – XVII веков». К современной карте привязаны отсканированные изображения топографических чертежей и планов допетровской эпохи. Вот карта части Москвы XVII века, покрывающий территорию между современными метро Пушкинская, Аэропорт, Фили (на карте это «дворцовое село Хвили») и Смоленская: Если прочитать описание, можно узнать, что тут были кабацкая изба, «государев потешной псаренной двор», торговая баня и много что еще. Кстати, некоторые вещи с тех пор не меняются — например, на подписи к карте отмечена “рытвина” (привет, Собянин!) А вы говорите, в Москве ничего не сохранилось! Смотрите, вот даже что-то похожее на ипподром в районе Беговой: (шутка) Карты очень разные по масштабу. Есть много отдельных дворов, монастырей, огородов… Но можно найти и чертеж всей тогдашней Прибалтики целиком («Чертеж русским и шведским городам»): … или Дальний Восток и горные хребты на границе с Китаем Залипать над этой картой можно вечно. Тут вам и рыбные места монахов ( «Ладожское озеро с обозначением рыбных ловель Новодевичьего и других монастырей»)… …и Аральское море с городами Средней Азии … и «два чюлана где продают ковшами вино» прямо на месте Исторического музея на Красной площади. Поизучать карты самостоятельно можно здесь. Теги:by_dh_hse, атлас, история, карты, Кремль, РГАДА Представляем результаты авторского цифрового исследования: граф социальных связей персоналий Серебряного века на основе материалов проекта «Устная история». Центральная фигура — Владимир Маяковский. Разбираемся, как узнать, кого видели британские мореходы, кому досталось наследство Сергея Львовича Пушкина и когда общество узнало об отречении Николая II, с помощью цифрового архива газет. 
Получайте наши подборки первыми

 Согласен с  политикой конфиденциальности

 © 2018–2023 Системный Блокъ",Даниил Скоринкин,['История']
18.07.2018,Ночь перед дедлайном или Рамадан: жизнь ученых в разных странах по логам Sci-Hub,"  
Французские ученые любят пообедать, их русские коллеги жертвуют работе воскресенье, а Москва иногда все-таки спит. Но Новосибирск спит больше.  Программист Илья Воронцов собрал и проанализировал статистику скачиваний на Sci-Hub — пиратском хранилище научных статей, которым пользуются ученые всего мира (включая авторов этого паблика — нет, нам не стыдно, вы вообще видели, сколько стоит купить одну! статью на каком-нибудь Oxford University Press?). Анализ показал, что в целом ученые пытаются придерживаться стандартного распорядка дня — работать с утра до вечера, спать ночью. Почти везде график пользования Sci-Hub — характерная «пила» с ночными провалами и дневными пиками. Но есть много особенностей: так, если сравнить Россию с Францией… …хорошо видно, что французы свято чтут обеденный перерыв, а российские исследователи если и обедают, то в разное время. Кстати, обеденный провал у французов глубже, и чем у соседей-немцев, которые вообще-то тоже обедают дружно. А в Китае провалов два: обеденный и вечерний. Говорят, многие китайские компании предоставляют сотрудникам еще и ужин… Утром французы берутся за работу раньше россиян, но зато и заканчивают дружно — после 5-6 вечера скачиваний гораздо меньше, чем в России (и ночью тоже). Зато т.н. «вечерний горбик» в районе 21-22 часов есть и у тех, и у других. Ученые приходят домой — и дорабатывают. Недельные графики показывают, что настоящий выходной для российского исследователя — суббота. В воскресенье он уже возвращается к работе. Это особенно сильно видно в Москве, но и остальные города живут так же. Исключениями оказались Казань и Новосибирск: там воскресенье у ученых — такой же выходной, как суббота. Те же новосибирские ученые меньше работают вечерами и ночам, раньше начинают по утрам — в общем, сибиряки по рабочей культуре ближе к Европе, чем москвичи. А еще по выходным не качают Sci-Hub на Кубе — ведь там домашнего интернета практически нет, только рабочий и то далеко не у всех. В течение года графики тоже меняются: например, через две недели после перехода на летнее время (там, где он есть) утренние пики сдвигаются, адаптируясь под новое расписание. Да и вообще летом работа начинается раньше — как и световой день. А в Иране, например, на графике видно Рамадан: когда есть можно только в темное время суток, рабочий день ученого превращается в рабочую ночь. Теги:by_dh_hse, sci-hub Каталог оттенков, созданный еще в 1814 году, теперь оживает благодаря компьютерным технологиям. Рассказываем, как веб-дизайнер произвел цифровую реконструкцию каталога и даже отснял всех нужных животных и растения, чтобы передать оттенки так, как задумывал давно почивший автор. Например, один из оттенков оранжевого передает бородавчатый тритон Про Никиту Хрущева шутили, что он запустил не только спутник, но и сельское хозяйство... Но с появлением искусственного интеллекта эти две сферы подружились: теперь спутниковые технологии работают на успех аграрного производства. Разбираемся, как искусственный интеллект и снимки из космоса помогают выбрать плодородное поле для посадки картошки. А еще спутниковая агрономия — это очень красиво! 
Получайте наши подборки первыми

 Согласен с  политикой конфиденциальности

 © 2018–2023 Системный Блокъ",Даниил Скоринкин,['Визуализация']
18.07.2018,Из Лондона в Рим — за пару тысяч лет до Skyscanner и Flixbus,"  
Интерактивная карта для планирования бюджетных путешествий по Европе первых веков нашей эры. Как думаете, сколько займет Евротур на ослах?  Исследователи из Стэнфорда сделали интерактивную карту дорог Римской империи. В ней можно планировать маршруты своих “поездок” по Европе и Средиземноморью — с учетом суровых реалий начала нашей эры. И даже выбирать варианты побыстрее/подешевле. Путешествовать по древнему миру можно пешком, на осле/лошади/ волах и под парусами… Всего доступно 9 основных режимов, от неторопливой (12 км в день) воловьей повозки до стремительного (60 км в день) военного марша. Есть еще сверхбыстрая опция с перекладными («Horse Relay» — 250 км в день!). Кроме типа транспорта можно указать время года или месяц. В осеннюю и весеннюю распутицу путешествовать сложнее, а зимняя дорога из Рима в Лондон с пересечением (будущего) Ла Манша — вообще не для слабаков. Если по суше ехать на волах, она займет больше 78 дней! Лошади ускорят путь до 28 дней, но выйдут дороже (1703 динария за пассажира). А самый дешевый вариант — ослы, но с ними уйдет больше 3 месяцев. Теги:by_dh_hse, карты, маршруты, римская империя Студенты географического факультета МГУ изучили спутниковые снимки бельгийского города Шарлеруа и показали, как изменилась городская среда за последние 70 лет. Площадь сельскохозяйственных земель уменьшилась в четыре раза, уступив место малоэтажной застройке, а доля общественных пространств выросла с 1 до 6% территории. Рассказывает один из участников исследования. Как цифровой проект Artists in Paris позволяет любому заинтересованному узнать, где селились французские художники вплоть до Великой французской революции, кто переехал в Россию, а кто жил без адреса? Изучим, как устроена интерактивная карта художественной жизни Парижа в XVIII веке 
Получайте наши подборки первыми

 Согласен с  политикой конфиденциальности

 © 2018–2023 Системный Блокъ",Даниил Скоринкин,['Урбанистика']
13.07.2018,Что такое N-граммы и с чем их едят?,"  
Вы могли уже встречать термин N-грамма. Если вас пугало или вы хотели получше разобраться, что это, то этот пост для вас.  N-грамма — это просто последовательность из n элементов (звуков, слогов, слов или символов), идущих в каком-то тексте подряд. На практике чаще имеют в виду ряд слов (реже — символов). Последовательность из двух элементов называют биграмма, из трёх элементов — триграмма. Например, вот N-граммы слов: Вычислив частоту вхождения N-грамм в текстах корпуса, можно узнать кое-что о корпусе или отдельных текстах. Например, если сравнить тексты одного автора с текстами множества других, то можно выявить некоторые авторские “фишки”, обороты и идиомы, которые автор использует чаще всего. Причем он даже может делать это неосознанно.  Если исследовать большие языковые корпуса (например, Google Books или Википедию), то можно выявить закономерности более широкого плана. Например, устойчивые выражения в языке или даже некоторые общественные тренды, отражающиеся в частотностях N-грамм. N-граммы часто используются в следующих задачах: Интересное применение N-грамм демонстрирует Google в своем инструменте Google Ngram Viewer. Оцифровав коллекцию книг (Google Books), Google выдал нам инструмент для визуализации изменений в текстах с учетом времени. Здесь можно увидеть, как в книгах отражались важные мировые события, пики популярности исторических личностей (см. наше исследование про Ленина и Сталина) и художественных персонажей.  Теги:by_dh_hse, Google books, Google ngram viewer, n-граммы Как будет развиваться ИИ в ближайшем будущем? Перспективно ли пытаться научить компьютер думать, как человек? Может ли не хватить данных для обучения искусственного интеллекта? Отвечаем на эти вопросы в нашем материале Как научить нейросеть писать в стиле Набокова? И насколько хорошо (или плохо) у нейросетей вообще получается писать художественные тексты? Могут ли нейросети привести филологов к мировому господству? Ответы на эти и другие вопросы нам дали цифровой филолог Борис Орехов и исследователь в области глубинного обучения Михаил Ким. 
Получайте наши подборки первыми

 Согласен с  политикой конфиденциальности

 © 2018–2023 Системный Блокъ",Даниил Скоринкин,['Как это работает']
12.07.2018,"Нейросеть распознала роды, саксофонистов и кенгуру в четырехмиллионом фотоархиве","  
Легендарный журнал LIFE пережил второе рождение в цифре. Четырехмиллионный архив фотографий теперь доступен для поиска и исследований!  Life – еженедельный американский новостной журнал, выходивший с 1936 до 1972 год. Легендой LIFE сделали его фотографии – многие снимки стали символами эпохи и культурными иконами. Теперь инженеры из Google решили оживить культовый журнал. С помощью машинного обучения 4 миллиона изображений из архивов журнала Life были снабжены тегами и объединены в интерактивную энциклопедию. Фотографиям были проставлены тысячи ярлыков, от kangaroo до saxophonist. Но можно пойти и еще глубже – искусственный интеллект смог распознать и детей, делающих смешные рожи (baby making funny faces), также просто, как и находить обувь (dancing shoe), и даже помечать изображения как «спокойные» (calm) или изображающие «комфорт» (comfort). Для этого проекта Google использовал алгоритм аннотирования изображения на основе содержимого снимков (Google’s Image Content-based Annotation, ICA). Ядро этой системы – глубокая нейронная сеть, используемая в поиске фотографий Google и обученная на миллионах изображений. После простановки меток на изображения сами метки были сгруппированы. Близкие метки (например, больница, врач, медсестра, медицинская процедура) были объединены с помощью метода ближайшего соседа. Теги:ICA, KNN, анализ изображений, компьютерное зрение, фотографии «Слово Пацана. Кровь на асфальте» Жоры Крыжовникова стал самым обсуждаемым российским сериалом года. В одном только «Яндексе» его с момента выхода искали 60 миллионов раз. «Системный Блокъ» разобрался, как сериал о «казанском феномене» стал феноменом интернета и породил вал запросов в поисковиках. Как понять, что кошке больно? Пытаясь ответить на этот вопрос, учёные снимали на видео кошек после операций, измеряли углы отклонения ушей и расширение глаз, а затем проверяли результаты статистическими тестами. В итоге получилась шкала кошачьей мимики, сверяться с которой может каждый хозяин.  
Получайте наши подборки первыми

 Согласен с  политикой конфиденциальности

 © 2018–2023 Системный Блокъ",Системный Блокъ,['Общество']
10.07.2018,"Акинфеев, спасибо, не верится","  
Как болели за Россию в твиттере: география и лингвистическая статистика.  Первого июля, пока все следили за матчем Россия-Испания, урбанисты из компании Habidatum анализировали фанатские твиты. Учитывались твиты, опубликованные с геотегом в пределах Москвы. Визуализация показала, что основные центры активности — Лужники и Красная площадь. Постили не только москвичи, но и гости столицы — самыми активными иностранцами оказались бразильцы. 
Твиты в основном позитивные как на русском, так и на других языках. Среди наиболее частотных слов оказались «наши», «победа», «акинфеев», «спасибо», «не верится».
 Можно увидеть отчетливые всплески активности в перерывах и после финального свистка, когда у зрителей было время оторваться от поля/экрана и зайти наконец в твиттер. Из визуализации видно, что победная эйфория продолжалась довольно долго — радость выливалась не только на улицы Москвы, но и в сеть.  Теги:twitter, карты, футбол Каталог оттенков, созданный еще в 1814 году, теперь оживает благодаря компьютерным технологиям. Рассказываем, как веб-дизайнер произвел цифровую реконструкцию каталога и даже отснял всех нужных животных и растения, чтобы передать оттенки так, как задумывал давно почивший автор. Например, один из оттенков оранжевого передает бородавчатый тритон Про Никиту Хрущева шутили, что он запустил не только спутник, но и сельское хозяйство... Но с появлением искусственного интеллекта эти две сферы подружились: теперь спутниковые технологии работают на успех аграрного производства. Разбираемся, как искусственный интеллект и снимки из космоса помогают выбрать плодородное поле для посадки картошки. А еще спутниковая агрономия — это очень красиво! 
Получайте наши подборки первыми

 Согласен с  политикой конфиденциальности

 © 2018–2023 Системный Блокъ",Оля Ивлиева,['Визуализация']
09.07.2018,Смерть в сети: зачем литературоведам графы,"  
Как анализ социальных сетей Гамлета и Наташи Ростовой помогает филологам проникать в структуру произведения и делать открытия.  Социальные сети бывают не только реальные, но и вымышленные. Например, не так уж сложно себе представить фейсбук Евгения Онегина: как он сначала френдит весь петербургский «свет», потом всех удаляет, потом ставит лайки Ольге Лариной, а сам тем временем разглядывает фото в профиле Татьяны. Тут Ленский ставит «Возмутительно», пишет злой коммент — и заверте… Изучать соцсети художественных персонажей можно теми же способами, что и реальные. Социологи давно применяют теорию графов и методы анализа сетей, чтобы выделять сообщества, находить в них «центры влияния» и лидеров мнений, анализировать пути распространения информации и власти. С недавних пор тем же занялись и литературоведы — и это уже дало много интересных результатов. Например, известный «цифровой литературовед» Франко Моретти нашел зону смерти в социальной сети «Гамлета»: там умирают только те, кто одновременно тесно связан с самим Гамлетом и с его злодеем-дядей, королем Клавдием. Этот факт можно было вывести и без сетевого анализа, но он не приходил в голову никому до тех пор, пока сеть диалогов персонажей «Гамлета» не была построена и визуализирована. На русском материале интересные результаты дал анализ произведений А. С. Пушкина и Л. Н. Толстого. Например, в «Войне и мире» структура сетей совпадает с сюжетной динамикой: они плотные в мирное время, разрозненные в военное; Ростовы образуют плотное сообщество, а Курагины (о которых литературоведы давно пишут, что они «лишены семейной поэзии»), никакого сообщества не образуют. А в пушкинском «Борисе Годунове» удалось выявить особого персонажа-посланника, который — и это явно не совпадение — носит фамилию автора. Гаврилу Пушкина никто не назовет главным героем, но сетевые метрики показывают, что он самый главный «промежуточный» персонаж, через которого проходит коммуникация. И это правда так. Сейчас та же команда «цифровых филологов» из НИУ ВШЭ ведет уже автоматический поиск похожих персонажей (агентов, посланников, шпионов) в других пьесах при помощи сетевого анализа — и кое-что уже нашла. Об этом в следующих выпусках. Теги:литература, сетевой анализ Стилометрия — количественный метод определения авторства, который проверен на десятках современных языков. А что там с языками древними? Историк философии Ольга Алиева исследовала, как работает Дельта и другие стилометрические меры на древнегреческих текстах. Разбираемся вместе с ней, может ли стилометрия отличить Аристотеля от Платона, а Геродота от Плутарха. Друг, жена, а может быть, сестра? Пройдите тест и узнайте, какое письмо отправил бы вам Антон Павлович 
Получайте наши подборки первыми

 Согласен с  политикой конфиденциальности

 © 2018–2023 Системный Блокъ",Даниил Скоринкин,['Филология']
